name,symbol,market_cap,volume_24h,market_cap_ratio,volume_24h_ratio
TON Cat,TCAT,722593.0716815384,23162.39818084,0.00,0.00
Lyra,LYRA,720912.9874715932,335.21703889,0.00,0.00
MAPS,MAPS,714631.086867206,133958.67416908,0.00,0.00
Hana,HANA,704811.6722427268,1761095.98535312,0.00,0.00
Nutcoin,NUT,702082.8492811242,408155.44078044,0.00,0.00
Cryowar,CWAR,701588.0841394048,23178.57996519,0.00,0.00
Rizzmas,RIZZMAS,700553.6853823202,7936470.10157811,0.00,0.00
Blocto Token,BLT,696251.6304694419,9073.34759706,0.00,0.00
Etherland,ELAND,696229.9964640253,33349.8402063,0.00,0.00
CryptoZoon,ZOON,695236.2493135332,64095.19577195,0.00,0.00
Battle World,BWO,683932.2384877836,15967.03345605,0.00,0.00
ZeroSwap,ZEE,683049.2947156467,406870.57284812,0.00,0.00
End Federal Reserve,EFR,682829.4474458427,525995.1269174,0.00,0.00
Olyverse,OLY,680332.610919229,605.46249789,0.00,0.00
Cantina Royale,CRT,675050.2873895138,14903.36428717,0.00,0.00
Squirrel Swap,SQRL,672101.8298628109,64925.09820276,0.00,0.00
Decentrawood,DEOD,671317.1214604033,188886.38932849,0.00,0.00
Dreams Quest,DREAMS,669331.2719916645,100289.3730073,0.00,0.00
RigoBlock,GRG,668254.8277942354,43.47136421,0.00,0.00
Element,ELMT,668122.5082653082,0.0,0.00,0.00
Vodra,VDR,666111.1118879896,44337.3933037,0.00,0.00
Noggles,NOGS,663473.149411411,502.61755443,0.00,0.00
Edu3Labs,NFE,663316.0150735746,352772.54686081,0.00,0.00
Metastrike,MTS,663093.3971742531,107920.94155724,0.00,0.00
Bitcoin Bam,BTCBAM,660870.5866192867,58308.35986737,0.00,0.00
Habibi,HABIBI,659208.9058459689,73308.56663378,0.00,0.00
Veritise,VTS,658005.9197714608,4019.931185,0.00,0.00
Roost Coin,ROOST,657686.055326482,40557.98767516,0.00,0.00
Wall Street Games,WSG,657582.5070928695,7140.14461148,0.00,0.00
Tranche Finance,SLICE,656485.1026866018,14.88577941,0.00,0.00
BitcoinZ,BTCZ,656157.9067166197,64.8382675,0.00,0.00
WaykiChain,WICC,652902.6079255413,0.0,0.00,0.00
Affyn,FYN,652850.8093862296,217144.89279768,0.00,0.00
ROND,ROND,647135.8661698558,49818.6794798,0.00,0.00
SpaceCatch,CATCH,640877.0152682869,101581.38762735,0.00,0.00
AME Chain,AME,637720.5061821087,77776.25566821,0.00,0.00
Meme Ai,MEMEAI,635956.6290715601,259932.31565294,0.00,0.00
BLink,BLINK,634108.5696188313,133509.90198118,0.00,0.00
MAGA VP,MVP,633625.4555096518,16311.27163849,0.00,0.00
Kunci Coin,KUNCI,633153.5379516062,2498.50408381,0.00,0.00
Unio Coin,UNIO,631801.5142786993,221549.11581838,0.00,0.00
Sportbet.one Token,SBET,631065.1970491426,45549.40928078,0.00,0.00
Skeb Coin,SKEB,630087.0687366081,17452.70253611,0.00,0.00
Base Protocol,BASE,627489.0011139683,0.0,0.00,0.00
FIBOS,FO,627336.5176393143,702.03157857,0.00,0.00
PirateCash,PIRATE,627101.8016440304,385175.70383334,0.00,0.00
catgirl,CATGIRL,623548.7606181419,1591.4751048,0.00,0.00
NvirWorld,NVIR,620981.7301623313,37780.24565242,0.00,0.00
Noti,NOTI,609520.603270305,1132.6301497,0.00,0.00
Niftyx Protocol,SHROOM,607800.3058966451,1089.20141441,0.00,0.00
SolarX,SXCH,603903.3556784525,1673883.74312026,0.00,0.00
TiFi Token,TIFI,600909.889395365,160243.52195599,0.00,0.00
BOPPY,BOPPY,600403.1336397596,17099.9922898,0.00,0.00
PEAKDEFI,PEAK,599107.3388934028,536.17404865,0.00,0.00
PointPay,PXP,597558.3327369695,32985.77373758,0.00,0.00
ADAPad,ADAPAD,597227.1314071723,5017.83246854,0.00,0.00
TAIKAI,TKAI,596677.4346457842,37124.05174622,0.00,0.00
REV3AL,REV3L,592137.6691786333,1974.77147572,0.00,0.00
Razor Network,RAZOR,591168.3595050536,53762.80176204,0.00,0.00
CropBytes,CBX,590437.6744528239,31651.84764412,0.00,0.00
Atsuko Sato,SATO,590414.1061665387,129390.59992481,0.00,0.00
KEK,KEKE,589982.8050856168,95880.43681595,0.00,0.00
Spain National Fan Token,SNFT,589685.2297047373,55298.24584066,0.00,0.00
Calamari Network,KMA,589344.2597063131,8711.50957426,0.00,0.00
Living the Dream,LTD,589218.469925466,94372.26199139,0.00,0.00
EGO,EGO,589185.752597269,954734.25917164,0.00,0.00
Slop,SLOP,588273.4599012284,426238.8990703,0.00,0.00
Syncus,SYNC,587843.0525686293,3772.12852708,0.00,0.00
MetaDOS,SECOND,586564.731272567,451624.00433407,0.00,0.00
Interlay,INTR,585136.5381602378,79329.01831316,0.00,0.00
Fabwelt,WELT,583415.4358416091,206567.08317096,0.00,0.00
DomRaider,DRT,582390.8914996592,0.0,0.00,0.00
Captain Tsubasa,TSUGT,580942.4675964016,467118.42915645,0.00,0.00
PUTinCoin,PUT,578413.9610974075,0.0,0.00,0.00
Exverse,EXVG,574919.4060911606,521975.30371812,0.00,0.00
Satoshi Island,STC,573879.0121282864,4530.17104703,0.00,0.00
XTRABYTES,XBY,571447.8821383034,0.0,0.00,0.00
neversol,NEVER,566487.6134422864,284230.23108252,0.00,0.00
Trollcoin,TROLL,564346.8155890453,0.0,0.00,0.00
Position Exchange,POSI,563520.4300775138,4208.93594236,0.00,0.00
Caitlyn Jenner (ETH),JENNER,558309.1634008277,58623.34825679,0.00,0.00
InsurAce,INSUR,555445.5159786369,57720.76702682,0.00,0.00
Brazil National Football Team Fan Token,BFT,554428.730028891,258179.83721686,0.00,0.00
Linker Coin,LNC,554248.3613691734,0.0,0.00,0.00
MobileCoin,MOB,551665.9124568861,627453.87101336,0.00,0.00
Kaizen Finance,KZEN,550919.2696062132,105193.15007389,0.00,0.00
ASTROS,ASTROS,549993.2785308623,75393.13524531,0.00,0.00
Baby BitCoin,BABYBTC,546395.0932003584,43119.92667842,0.00,0.00
Department Of Government Efficiency (DOGE),DOGE,542657.4823799417,614454.47325159,0.00,0.00
Belt Finance,BELT,541152.7432138954,8.60316323,0.00,0.00
ROD.AI,RODAI,540296.6263145002,117220.11105352,0.00,0.00
Funex,FUNEX,537953.434865905,7631.81907916,0.00,0.00
The Dons,DONS,536541.9827348755,871.10375359,0.00,0.00
Goldcoin,GLC,534899.411440166,6542.29179726,0.00,0.00
Coconut Chicken,CCC,534705.2035387277,10548.10214679,0.00,0.00
VIX777,VIX,534273.7390537206,39422.84513488,0.00,0.00
Meme Alliance,MMA,533829.6265141722,15781.53231786,0.00,0.00
Gather,GTH,533631.0522489159,0.0,0.00,0.00
Unbound,UNB,529585.3420361787,112269.19819046,0.00,0.00
Gold Reserve,GOR,528378.3331762366,5912.79580708,0.00,0.00
Sonic The Goat,GOAT,523535.55069112487,2442.46360517,0.00,0.00
Game of Memes,GOME,522944.80689800414,83002.36009722,0.00,0.00
OneLedger,OLT,522750.0661656828,160403.93180867,0.00,0.00
Rainmaker Games,RAIN,520137.3185739001,923942.94669679,0.00,0.00
Neurashi,NEI,519178.1575746686,4848321.11757961,0.00,0.00
OneArt,1ART,516038.3820439613,45432.21974735,0.00,0.00
Shiryo,SHIRYO,515794.85072981176,0.0,0.00,0.00
BOLT,BOLT,515028.71671098797,5779.69958303,0.00,0.00
Konomi Network,KONO,514481.9663214552,56589.24031704,0.00,0.00
Cate,CATE,513776.57545411726,772975.17040783,0.00,0.00
Crust Shadow,CSM,510357.7799141475,5750.46903687,0.00,0.00
Pullix,PLX,509553.37915010005,274954.47407772,0.00,0.00
Niza Global,NIZA,508952.87161102187,21672.26569185,0.00,0.00
OneFinity,ONE,506655.41960358253,51091.50827591,0.00,0.00
Databroker,DTX,505041.16514587513,576.94855705,0.00,0.00
Spores Network,SPO,504750.139173253,33416.9560807,0.00,0.00
Meta Apes,PEEL,504559.7465265164,507.30522109,0.00,0.00
Uranus (SOL),ANUS,503823.41821547976,41983.94468333,0.00,0.00
X World Games,XWG,503630.78989423043,29404.29571133,0.00,0.00
GameCredits,GAME,503527.6273459131,15.36848537,0.00,0.00
Freeway Token,FWT,498952.8655014076,0.0,0.00,0.00
Smilek to the Bank,SMILEK,495964.3953475246,6464.26276532,0.00,0.00
CatSolHat,SOLCAT,494141.3213855488,116938.69126826,0.00,0.00
UBIX.Network,UBX,493925.6188206873,519702.51649268,0.00,0.00
DEEPSPACE,DPS,493237.23196304374,2316.63580143,0.00,0.00
Hourglass,WAIT,490232.7281565268,389.16286619,0.00,0.00
Dimecoin,DIME,487558.05779399717,0.0,0.00,0.00
Epiko,EPIKO,487041.08201228775,5708.92780186,0.00,0.00
Light,LIGHT,485569.5553912485,149.77753465,0.00,0.00
Wicrypt,WNT,483175.56274197233,44739.68649215,0.00,0.00
Elemon,ELMON,481209.9092415573,4035.87465716,0.00,0.00
Matt Furie,MATT,480563.20865760004,14867.07861313,0.00,0.00
Infinity PAD,IPAD,479770.096284936,0.0,0.00,0.00
Forest Knight,KNIGHT,476186.83104228677,2079.78626038,0.00,0.00
LandRocker,LRT,470075.571726628,17091.18193195,0.00,0.00
BABYTRUMP,BABYTRUMP,468482.9106823144,119650.36669498,0.00,0.00
Rook,ROOK,468171.4794265161,9318.10261088,0.00,0.00
Pleasure Coin,NSFW,468126.4540259686,1964.03262304,0.00,0.00
XCarnival,XCV,464480.0624382781,32134.54409422,0.00,0.00
Oddz,ODDZ,462097.7102262259,217568.67422277,0.00,0.00
Milady Wif Hat,LADYF,461117.59558404505,6349.7308752,0.00,0.00
Ducky,DUCKY,458927.2093691826,7157.75756531,0.00,0.00
Wall Street Games (old),WSG,457914.04505514243,5933.43409221,0.00,0.00
AgeOfGods,AOG,457162.6570419046,276332.1493177,0.00,0.00
Cros,CROS,454085.05238911393,1703322.12223117,0.00,0.00
Throne,THN,453340.3158334049,77293.60245051,0.00,0.00
Football World Community,FWC,450383.4370740865,392345.92930145,0.00,0.00
Ziktalk,ZIK,450235.32135364047,58.72010273,0.00,0.00
EVRYNET,EVRY,446664.5234650212,864.96012144,0.00,0.00
Palette,PLT,445408.81805924495,0.0,0.00,0.00
Nordek,NRK,443819.18171405845,172249.88155655,0.00,0.00
POLKER,PKR,443312.8949318517,16946.05189021,0.00,0.00
O3 Swap,O3,441299.5735218471,68951.86436042,0.00,0.00
Flixxo,FLIXX,439529.2319976385,20.38077318,0.00,0.00
CloakCoin,CLOAK,438491.0244996123,0.0,0.00,0.00
AstroSwap,ASTRO,437852.667107991,477.35841942,0.00,0.00
Zeitgeist,ZTG,435884.7621991945,1341.92739985,0.00,0.00
HeFi,HEFI,434110.98244896124,412.28454345,0.00,0.00
HanChain,HAN,432659.0507932526,1682250.5093553,0.00,0.00
DOSE,DOSE,431813.38436071837,2490842.49338275,0.00,0.00
Doug The Duck,DOUG,431620.39993653784,11925.41705994,0.00,0.00
Binamon,BMON,428003.7741738257,2036.71056095,0.00,0.00
SONM (BEP-20),SNM,427314.02954895276,3790.19413767,0.00,0.00
Elmo,ELMO,426422.1228373594,1661.21352832,0.00,0.00
Metaverse Face,MEFA,425048.5142826718,56194.22780186,0.00,0.00
FedoraCoin,TIPS,422169.56904158875,11409.58390436,0.00,0.00
Glitch,GLCH,421978.1852112549,147.54037809,0.00,0.00
Hillstone Finance,HSF,419670.1287370704,4244.23307735,0.00,0.00
Tree Stuck in Cat,TREEINCAT,418892.60334806924,177625.01054956,0.00,0.00
twurtle the turtle,TWURTLE,418318.2798842125,1568.71540172,0.00,0.00
Spike,SPIKE,417674.89697496715,1172.66176078,0.00,0.00
Nafter,NAFT,415518.0427823588,1441.74529923,0.00,0.00
LOCGame,LOCG,415114.8325291909,1198.50083984,0.00,0.00
Venus Reward Token,VRT,414195.67777012516,851.6678912,0.00,0.00
ZELIX,ZELIX,414051.7737608789,229315.68378754,0.00,0.00
RioDeFi,RFUEL,413957.109298703,79.98802901,0.00,0.00
Thorstarter,XRUNE,413810.02637727564,6843.19618938,0.00,0.00
SELO+,SELO,412490.336846975,104049.75317997,0.00,0.00
TDM,TDM,411085.69818558963,115102.36825073,0.00,0.00
Konnect,KCT,410687.42546405474,114499.97767726,0.00,0.00
X,X,410544.9124615003,16923.70971669,0.00,0.00
Make America Based Again,MABA,410351.95502510364,153526.06901563,0.00,0.00
Edgeware,EDG,409181.2571402591,545.64143909,0.00,0.00
ZClassic,ZCL,408308.0037284317,0.0,0.00,0.00
Fofar (fofar.meme),FOFAR,408033.95219914336,85304.79408557,0.00,0.00
Titan Trading Platform,TES,407704.7940750993,52684.47016422,0.00,0.00
BitCone,CONE,400521.96880152926,5144.80747091,0.00,0.00
Tokes,TKS,399782.3246747495,60.81886361,0.00,0.00
Donut,DONUT,398799.4340469558,400.88940103,0.00,0.00
Bitswift,BITS,397973.8819376962,523.27908594,0.00,0.00
Yellow Pepe,YELPE,397074.057974664,44649.56140723,0.00,0.00
Leeds United Fan Token,LUFC,396223.83421048056,52525.72274641,0.00,0.00
Protocol Monsters,PMON,395815.5268477837,1911.21681822,0.00,0.00
AiMalls,AIT,394603.52484091563,56913.28153802,0.00,0.00
BHO Network,BHO,393453.08314764634,99561.78830449,0.00,0.00
ChainGuardians,CGG,393244.1527970312,4701.92579708,0.00,0.00
AMC,AMC,391326.91940980766,4095.82081023,0.00,0.00
SugarBlock,SUGARB,390479.27473570115,1175.0748717,0.00,0.00
Peepo (SOL),$PEEP,388398.8575843347,11393.84646151,0.00,0.00
GoCrypto Token,GOC,384091.8565801328,433.19043569,0.00,0.00
HollyGold,HGOLD,383877.58567296545,20.00682166,0.00,0.00
Heroes Chained,HEC,381784.2634041755,59779.14298604,0.00,0.00
Baby Ripple (babyxrp.xyz),BABYXRP,381355.90285526356,149658.22068622,0.00,0.00
Soyjak,SOY,381137.7557231215,6427.49895575,0.00,0.00
RIZON,ATOLO,380302.45722447016,3564.69090777,0.00,0.00
ArkiTech,ARKI,379737.8581268011,3016.4301746,0.00,0.00
King Shiba,KINGSHIB,379366.57706457307,239.7969798,0.00,0.00
AurusX,AX,379266.70103100094,689.06793173,0.00,0.00
Tiger King Coin,TKING,376807.94385837397,0.0,0.00,0.00
Portuma,POR,375385.70965503965,226243.83282015,0.00,0.00
BILL THE BEAR,BILL,374029.426745783,5299.82991868,0.00,0.00
Playermon,PYM,372903.445468552,10248.43700345,0.00,0.00
Exactly Protocol,EXA,372717.84682025027,3292.12527107,0.00,0.00
Golos Blockchain,GLS,372534.8946409968,6.73238639,0.00,0.00
Cirus Foundation,CIRUS,370417.9932325781,90912.42300493,0.00,0.00
Drep [new],DREP,369597.5167286104,1479.87663193,0.00,0.00
Blockchain Monster Hunt,BCMC,369110.4087945503,3234.01224443,0.00,0.00
Internxt,INXT,365882.87629652215,0.0,0.00,0.00
Wombat Exchange,WOM,364985.5609499763,70849.50621265,0.00,0.00
Let that sink in,SINK,364177.11264884303,214713.93962149,0.00,0.00
EVA Intelligence,EVAI,363093.4142722522,0.0,0.00,0.00
MangoMan Intelligent,MMIT,359604.7666699513,2903.31540379,0.00,0.00
Icon.X World,ICNX,354787.6026523628,67476.53591308,0.00,0.00
Bitcoin Plus,XBC,353686.6152350492,0.0,0.00,0.00
EUNO,EUNO,349019.5232688241,0.0,0.00,0.00
Rug World Assets,RWA,346816.22953534994,1430.06144754,0.00,0.00
Cyclone Protocol,CYC,346165.4375078647,2722.93111366,0.00,0.00
Lympo,LYM,345584.60366394866,3953.0940514,0.00,0.00
Fruits,FRTS,344182.6703201098,44385.74423936,0.00,0.00
PERI Finance,PERI,343791.246169041,718.17137483,0.00,0.00
Oggy Inu (BSC),OGGY,342746.3091379329,403.64073992,0.00,0.00
EML Protocol,EML,342404.2212692882,96146.04533043,0.00,0.00
Acid Toad,TOAD,341091.91429667966,16880.39673046,0.00,0.00
CryptEx,CRX,340436.52566803456,102.77355299,0.00,0.00
PlotX,PLOT,339727.87392236415,75299.98761742,0.00,0.00
Spartan Protocol,SPARTA,338460.29859396373,54986.62100246,0.00,0.00
Fringe Finance,FRIN,337290.52231940406,139335.84041128,0.00,0.00
"Duckies, the canary network for Yellow",DUCKIES,336642.43078397436,23.49198746,0.00,0.00
Scotty Beam,SCOTTY,336127.8095667361,11295.60705765,0.00,0.00
Ginoa,GINOA,336056.2516511715,277037.01137399,0.00,0.00
e-Money,NGM,335779.50636434933,403.95874278,0.00,0.00
ONE PUNCH CAT,PUNCH,335706.59737138497,162132.00609641,0.00,0.00
Maro,MARO,332645.91154063423,882.60907209,0.00,0.00
Plant Vs Undead,PVU,332506.3122120597,16394.48729218,0.00,0.00
Idena,IDNA,331090.57937875314,1271.76558546,0.00,0.00
DIGG,DIGG,331024.69626782625,619.89109899,0.00,0.00
Zapicorn,ZAPI,330584.12103298167,0.0,0.00,0.00
REKT (rekt.game),$REKT,329739.6980514329,168.23030861,0.00,0.00
All.Art Protocol,AART,329674.34577764355,3530.58432681,0.00,0.00
OctoFi,OCTO,328672.1881397622,0.0,0.00,0.00
StoryFire,BLAZE,328395.6287509771,48109.53633063,0.00,0.00
BTRIPS,BTR,328166.745787199,13234.28124291,0.00,0.00
Castle of Blackwater,COBE,326805.2905032138,4549.47595126,0.00,0.00
Hord,HORD,326665.4455853245,54602.38647167,0.00,0.00
Shib Original Vision,SOV,326479.0326681448,363.32133404,0.00,0.00
NDC,NDC,326329.8625453074,52154.42365117,0.00,0.00
AtromG8,AG8,325580.5417074293,3425.9247869,0.00,0.00
Chronicle,XNL,324947.676051787,19695.92214731,0.00,0.00
Oddity Crypto,ODDITY,324838.9385404486,4441.09620157,0.00,0.00
Atomic Wallet Coin,AWC,324793.376187935,668.95024866,0.00,0.00
NFT Art Finance,NFTART,323299.41581009794,160.2007982,0.00,0.00
Cheems,CHEEMS,322672.8333974088,458997.37277282,0.00,0.00
Papi,PAPI,322150.54953867925,1239.48318,0.00,0.00
Signata,SATA,321384.61814147176,34.37394822,0.00,0.00
PUMLx,PUMLX,319452.2285498481,170198.12747025,0.00,0.00
XY Finance,XY,317019.4954753664,9800.13087122,0.00,0.00
KCCPAD,KCCPAD,316555.8552567774,33.02153932,0.00,0.00
Neutrino System Base Token,NSBT,316289.1428984421,199.50259294,0.00,0.00
Hunter Token / Digital Arms,HNTR,315872.2094693834,1524.78330278,0.00,0.00
WaifuAI,WFAI,315181.3002659013,4988.45636955,0.00,0.00
Bloktopia,BLOK,314444.5653625174,555914.50218223,0.00,0.00
Azbit,AZ,309636.6308825492,31.39557835,0.00,0.00
Empty Set Dollar,ESD,309635.792468536,3.13248182,0.00,0.00
IguVerse,IGU,309396.6173876751,2404189.59257423,0.00,0.00
Hyve,HYVE,309288.339362886,122175.98134925,0.00,0.00
Prism,PRISM,308700.49866597884,128796.24386679,0.00,0.00
Avocado DAO Token,AVG,306324.2082349967,55097.3085713,0.00,0.00
Deenar Gold,DEEN,303378.01775558107,5496.12802164,0.00,0.00
All In,ALLIN,302191.62524811603,9645.97024802,0.00,0.00
ETHPad,ETHPAD,301926.08628515137,4562.03030445,0.00,0.00
FYDcoin,FYD,301659.6423030891,0.0,0.00,0.00
Woonkly,WOOP,300017.735391048,120666.05926888,0.00,0.00
QUINT,QUINT,299554.30485229567,56346.16240063,0.00,0.00
Juice Finance,JUICE,298425.0015792839,534129.79146254,0.00,0.00
Plastiks,PLASTIK,297669.3171817793,43.90276093,0.00,0.00
ABDS Token,ABDS,296335.7818689076,536591.22934898,0.00,0.00
aiRight,AIRI,295772.1222063432,34398.06842381,0.00,0.00
Dechat,DECHAT,295148.1374847904,3776965.62661663,0.00,0.00
Strong,STRONG,294850.4657427524,17008.6738369,0.00,0.00
Cat Token,CAT,294247.6610147742,0.0,0.00,0.00
LiteDoge,LDOGE,292157.549728,0.0,0.00,0.00
NVIDIA,NVDA,290749.4127027669,12001.10658547,0.00,0.00
SELF Crypto,SELF,290665.6901809441,4217.74044738,0.00,0.00
StakeCubeCoin,SCC,290475.9224906089,1267.73423846,0.00,0.00
Karat,KAT,289902.270087473,28935.16128789,0.00,0.00
Baby Neiro Token,BABYNEIRO,289472.9308082406,159591.22633664,0.00,0.00
Yield App,YLD,289173.976990504,0.0,0.00,0.00
Eggdog,EGG,288206.8608536227,13958.77674698,0.00,0.00
Swingby,SWINGBY,287174.25626703864,6640.42151162,0.00,0.00
PAC Protocol,PAC,284458.9730327032,0.00213496,0.00,0.00
MurAll,PAINT,284416.4495211685,50737.96058691,0.00,0.00
pNetwork,PNT,284243.1780084428,10225.1211711,0.00,0.00
Kaby Arena,KABY,280715.63574829255,73.3334225,0.00,0.00
Omchain,OMC,280377.88611668424,27614.24550307,0.00,0.00
Bitcoin Standard Hashrate Token,BTCST,280289.97926178866,53057.61398723,0.00,0.00
SYNC Network,SYNC,280172.10227175616,0.0,0.00,0.00
Monavale,MONA,279117.6794048543,40895.8201286,0.00,0.00
Gold,GOLD,277075.07915946323,2654.05031157,0.00,0.00
yieldwatch,WATCH,277028.0277837852,239.82570492,0.00,0.00
SHILL Token,SHILL,274713.34696084936,35559.84872865,0.00,0.00
Vestate,VES,273109.1266198012,176168.91513675,0.00,0.00
SUMI,SUMI,272689.0905640222,8382.92271703,0.00,0.00
Virtue Poker,VPP,270293.01746894745,25784.8479409,0.00,0.00
Kripto koin,KRIPTO,269037.3111776804,1608.56167754,0.00,0.00
SafeBlast,BLAST,268311.75155869854,53.90842136,0.00,0.00
MoonBag,$MBAG,266823.7723553236,46385.71567684,0.00,0.00
Silva Token,SILVA,266683.31463474396,6.01658699,0.00,0.00
GamesPad,GMPD,265517.55911141343,587.28502069,0.00,0.00
Rhythm,RHYTHM,265450.95376778673,465.99865204,0.00,0.00
LINKA,LINKA,262529.8819835788,20049.54793798,0.00,0.00
UNIX Corp,UNIX,261751.79531470546,2683.84472865,0.00,0.00
Metaverser,MTVT,261049.0652773459,411.66977171,0.00,0.00
Izzy,IZZY,260047.26625552657,1370.96654755,0.00,0.00
OceanEx Token,OCE,257533.87201642952,4.49714064,0.00,0.00
HempCoin,THC,257051.17072214445,0.0,0.00,0.00
REGENT COIN,REGENT,255831.93303037455,2665120.27057875,0.00,0.00
StrongHands,SHND,255549.4776035787,27149.25171201,0.00,0.00
88mph,MPH,255544.0278812065,589.7536514,0.00,0.00
MeowCat,MEOW,252788.7576568895,2594.60125165,0.00,0.00
4P FOUR,FOUR,251408.04416787863,366.17035463,0.00,0.00
Leverj Gluon,L2,251207.08291434773,133.96849492,0.00,0.00
Artisse,CATHEON,250768.58090139157,9128.82737938,0.00,0.00
HyperChainX,HYPER,250551.53515943428,60506.60449644,0.00,0.00
DuckDaoDime,DDIM,250540.49599996384,0.0,0.00,0.00
UFOPepe,UFO,249982.05168397955,22596.63878131,0.00,0.00
Convergence,CONV,249089.06505399392,147593.88845644,0.00,0.00
Genaro Network,GNX,249003.84049330905,206.01066255,0.00,0.00
Drawshop Kingdom Reverse,JOY,248880.43964940505,1108.82178418,0.00,0.00
ISLAMICOIN,ISLAMI,248077.4632222682,425.83957781,0.00,0.00
Bridge Mutual,BMI,247981.18894855847,503.26831781,0.00,0.00
Flavia Is Online,FLAVIA,247791.56844078714,268309.81212196,0.00,0.00
LOGOS AI,LOGOS,247528.87958806712,21287.15901844,0.00,0.00
Based Shiba Inu,BSHIB,246860.2738529061,5382.93314907,0.00,0.00
ZeroByte,ZB,245453.60496700526,29923.96375546,0.00,0.00
BeamSwap,GLINT,244670.79622930707,19791.46197704,0.00,0.00
SORA,XOR,241358.76985042,66624.77216921,0.00,0.00
Hyperblox,HPB,240941.52512098313,1043.99439956,0.00,0.00
Aurigami,PLY,239658.05407016564,0.0,0.00,0.00
Sao Paulo FC Fan Token,SPFC,237558.68837974043,67712.33736063,0.00,0.00
Kattana,KTN,237338.31398745562,4090.91250441,0.00,0.00
Zero,ZER,232940.7077973898,0.0,0.00,0.00
PearDAO,PEX,232710.61294960594,1.12132236,0.00,0.00
DOGWIFHOOD,WIF,232548.81500003682,585.25940129,0.00,0.00
HoDooi.com,HOD,231951.64796323155,4223.20672935,0.00,0.00
Thrupenny,TPY,230150.3939211811,216.91303115,0.00,0.00
Opium,OPIUM,229090.82858962173,27288.67048745,0.00,0.00
BonusCloud,BXC,227998.7833157219,152.74748678,0.00,0.00
Medusa (medusa.cx),MEDUSA,227904.47870930392,79024.9819731,0.00,0.00
Peanut,PEANUT,227566.28496852412,9280.11255064,0.00,0.00
Peanut,NUX,226424.0745361804,12813.10893793,0.00,0.00
Lil Bub,BUB,226379.54001614527,43598.9032854,0.00,0.00
Carrieverse,CVTX,225736.48730734503,49915.95130627,0.00,0.00
Hawk Tuah (hawktuah.vip),HAWKTUAH,224569.32411659625,192882.04662779,0.00,0.00
Swop,SWOP,224306.40062251405,147.51828699,0.00,0.00
MainnetZ,NetZ,222224.34559972334,216695.87663395,0.00,0.00
Handy,HANDY,222085.003977695,372.13404001,0.00,0.00
Token IN,TIN,221706.2764515021,10963.76987104,0.00,0.00
Digital Reserve Currency,DRC,221477.11311773577,249.34131559,0.00,0.00
CryptoBlades,SKILL,220478.52641498588,55728.82959939,0.00,0.00
Ubex,UBEX,220451.92860338817,117.43705689,0.00,0.00
Massnet,MASS,218710.17905511934,63601.57458851,0.00,0.00
Corgi Inu (corgibnb.com),CORGI,217910.87164948817,19759.15410765,0.00,0.00
PERL.eco,PERL,217007.36323426536,3577.03513418,0.00,0.00
Lunar,LNR,216745.83695618817,636.58026245,0.00,0.00
BullBear AI,AIBB,215770.56053908888,11954.2228176,0.00,0.00
XcelPay,XLD,215121.88606101833,8520.53801107,0.00,0.00
Spellfire,SPELLFIRE,214652.61773290412,155720.41084956,0.00,0.00
suterusu,SUTER,212887.48404438974,372.54012901,0.00,0.00
Shackleford,SHACK,212558.56264878754,7205.09967948,0.00,0.00
Hush,HUSH,212126.03191329297,0.0,0.00,0.00
Solzilla,SOLZILLA,211765.66999507882,13630.29954393,0.00,0.00
Wonderman Nation,WNDR,211756.1500920888,8656.27629609,0.00,0.00
Tenti,AIRTNT,209424.44804554174,11469.10803227,0.00,0.00
MetaSoccer,MSU,209074.62150267325,907.03222206,0.00,0.00
SpiritSwap,SPIRIT,208090.87160120666,3100.70780549,0.00,0.00
CoTrader,COT,206157.36253367658,276.807141,0.00,0.00
KingdomStarter,KDG,205642.31374758112,1440.41117876,0.00,0.00
Mithril,MITH,203598.69673662318,947.45773645,0.00,0.00
OneRare Foodverse,ORARE,202907.37713613722,291.78567827,0.00,0.00
Brokoli Network,BRKL,202119.1517302561,4512.17293193,0.00,0.00
Darwinia Commitment Token,KTON,202059.7495383507,1212.80066373,0.00,0.00
Katchu Coin,KATCHU,201264.42894311564,6476.15763157,0.00,0.00
Decentr,DEC,201003.14641162622,50.34093759,0.00,0.00
OrbCity,ORB,199314.06319694177,6137.44102078,0.00,0.00
Quantum Network,QSWAP,199275.0110532095,9836.21706472,0.00,0.00
Baby,BABY,199244.1670694283,34057.8734284,0.00,0.00
ApeSwap,BANANA,198459.6923995642,2081.28111957,0.00,0.00
Galaxis,GALAXIS,197371.91768528253,841820.94742956,0.00,0.00
Odin Protocol,ODIN,197245.43452420997,4807.3242152,0.00,0.00
Mr Mayonnaise the Cat,MAYO,196940.34137323243,7335.82736917,0.00,0.00
PowerTrade Fuel,PTF,196642.55205574102,140573.99036587,0.00,0.00
Crypto Unicorns,CU,196619.2006874614,115.75956066,0.00,0.00
GoldenCat,CATS,194809.4162472582,87599.67733244,0.00,0.00
Qrkita Token,QRT,193033.9692300725,109.89627851,0.00,0.00
IQ Protocol,IQT,192022.8001591946,1472568.7673593,0.00,0.00
Oxygen,OXY,191021.5508745871,786296.34730626,0.00,0.00
Ruff,RUFF,190010.08335017855,1254.34832907,0.00,0.00
